left_eye_b,left_eye_g,left_eye_r,left_eye_l,left_eye_a,left_eye_b_lab,left_eye_h,left_eye_s,left_eye_v,right_eye_b,right_eye_g,right_eye_r,right_eye_l,right_eye_a,right_eye_b_lab,right_eye_h,right_eye_s,right_eye_v,skin_forehead_b,skin_forehead_g,skin_forehead_r,skin_forehead_l,skin_forehead_a,skin_forehead_b_lab,skin_forehead_h,skin_forehead_s,skin_forehead_v,skin_left_cheek_b,skin_left_cheek_g,skin_left_cheek_r,skin_left_cheek_l,skin_left_cheek_a,skin_left_cheek_b_lab,skin_left_cheek_h,skin_left_cheek_s,skin_left_cheek_v,skin_right_cheek_b,skin_right_cheek_g,skin_right_cheek_r,skin_right_cheek_l,skin_right_cheek_a,skin_right_cheek_b_lab,skin_right_cheek_h,skin_right_cheek_s,skin_right_cheek_v,skin_chin_b,skin_chin_g,skin_chin_r,skin_chin_l,skin_chin_a,skin_chin_b_lab,skin_chin_h,skin_chin_s,skin_chin_v,hair_b,hair_g,hair_r,hair_b_std,hair_g_std,hair_r_std,hair_l,hair_a,hair_b_lab,hair_l_std,hair_a_std,hair_b_lab_std,hair_h,hair_s,hair_v,hair_h_std,hair_s_std,hair_v_std,hair_warmth,hair_coolness,hair_lightness,contrast,b_variance,g_variance,r_variance,l_variance,a_variance,h_variance,s_variance,v_variance,autumn_warmth_index,autumn_softness,winter_clearness,autumn_golden_ratio,autumn_mutedness,winter_contrast_depth,winter_coolness,image_file,season
30.30753968253968,29.652281746031743,45.86111111111111,34.0094246031746,135.5362103174603,130.7956349206349,92.00198412698413,101.66369047619047,46.40128968253968,88.8264880952381,98.02440476190478,132.9702380952381,112.31904761904762,141.04910714285717,138.83065476190478,47.4514880952381,91.40625000000001,133.5497023809524,97.10853925555209,121.62449171097904,174.05364404128872,141.1281670315921,145.61862683766032,149.68329684078824,13.666484203941195,116.69361901782922,174.08070065686582,54.31058126850553,69.05719183419043,115.5501012934393,86.93361383824217,146.07137291569268,145.008726819386,20.60105968521116,134.6704067321178,115.61960417640643,170.5229858189185,194.2485585164407,241.73928627084308,209.47904004986754,141.62833099579242,146.36231884057972,9.919900264921303,75.172822191055,241.73928627084308,44.68840579710145,38.889434315100516,150.20406732117812,88.64703132304815,172.8354371201496,153.26133707339878,123.5892940626461,195.03038803179058,150.20406732117812,51.60197021613073,58.74283957125286,78.86796586715867,56.43888134071955,69.9802134857796,86.20979705738496,64.50490357582147,135.0862106835354,135.1902290897909,76.76718446529942,6.1571126422341065,10.427350230447873,75.81394416622737,122.3943397469689,79.85322219293622,70.38418498674837,50.21245852007228,85.3994860158372,0.0,0.0,0.313149890952691,79.78767008472319,9.68934261732747,77.8495412994871,90.75975588636304,82.0039851691058,8.924443819356032,58.700572859465844,42.60778033387548,90.20506618150925,100.00171290192887,69.2363607388669,84.63234139338692,0.9826110407309046,8039.805288523669,160.0,2.4870971361252145,true_winter_48.jpg,true_winter
88.8342670401494,102.16946778711485,132.78197945845005,115.73529411764706,138.31652661064427,140.3001867413632,15.434173669467787,90.29878618113912,133.28384687208217,77.25620567375886,92.16710992907801,124.39317375886525,105.95301418439716,139.01817375886523,141.58998226950354,19.0354609929078,98.71320921985816,124.89937943262412,131.52747252747253,148.83516483516485,185.43101343101344,164.66999666999666,139.23876123876124,142.44111444111445,9.63958263958264,74.88433788433788,185.43101343101344,136.3071314650262,151.53953064479379,188.75005696058327,167.53406242879927,139.65664160401002,141.33902939166097,8.658464342674868,71.2237411711096,188.75005696058327,95.25503806538289,114.653828929691,171.6383788625168,137.4014778325123,148.2680250783699,148.31974921630095,8.535602328705776,115.54299149126734,171.6383788625168,112.06869446343131,132.80075187969925,170.3321941216678,149.22624743677378,139.42549555707453,144.71428571428572,10.687286397812715,87.67669172932331,170.3321941216678,128.5159233648417,133.43878068895515,143.5037429423333,63.98203314070637,61.8695875886184,62.183007598548265,141.28666021696378,131.30668337245447,132.33332804669163,63.99104028201567,5.4123497817173005,7.184744834705504,50.53601788999556,48.711912389773524,147.75724798578952,47.22400799213961,39.093145236908875,63.310866267710665,0.0,0.0,0.5794401881795668,45.011985201241785,6.385714348258701,45.04658720018678,47.399331668557245,46.63527357401036,5.483532324029456,26.710471083257975,35.687047705149716,46.30179923603319,89.47863855624894,68.33058432706376,48.204842375371136,0.9783072173017991,3734.98596876943,45.0,3.0731792882442335,soft_autumn_2.png,soft_autumn
53.57096774193548,51.119354838709675,62.151612903225804,56.15483870967742,133.43548387096774,128.40967741935484,92.08709677419355,71.33870967741936,64.65806451612903,58.800000000000004,54.86000000000001,63.230000000000004,59.546666666666674,132.51666666666668,126.99333333333334,102.28,61.60333333333334,66.7,138.3763440860215,142.1478494623656,176.66868279569894,158.27352150537635,140.60282258064518,135.11155913978496,45.04233870967742,60.152553763440864,176.77822580645162,134.7671809256662,142.23702664796633,174.8415147265077,157.30434782608694,139.2201963534362,136.66479663394108,25.32959326788219,63.39971949509116,174.9102384291725,129.97177419354838,143.1935483870968,177.61962365591398,158.49059139784947,138.96908602150538,140.0215053763441,11.74462365591398,71.61155913978496,177.61962365591398,147.30107526881721,155.952688172043,186.6731182795699,170.55268817204302,137.96559139784947,136.78064516129032,6.716129032258064,54.13548387096774,186.6731182795699,55.904609953153646,60.84364179509811,68.71467852535814,52.250662305703095,55.903643173343255,64.560683925446,64.36455292280534,130.39673433362753,132.05794690746146,61.50210674351966,7.37676118189824,4.966375104981175,29.004073596306608,64.9567180392423,71.01996062190237,44.50206459839342,40.243609382360106,65.1848737547185,1.0,0.0,0.27850964949765633,53.71296723286795,3.9608184111431655,51.82735359385953,59.76280263402988,56.55634017765787,4.893549243823303,44.318129537071215,26.836948238082286,59.63908453957044,90.71434755463059,51.83740506996236,55.693376438439536,1.011138983094196,3527.335588533168,56.0,-1.5111342351717099,true_summer_15.jpg,true_summer
53.184615384615384,64.14871794871794,83.11794871794872,71.97692307692307,134.33076923076922,137.35128205128206,20.08205128205128,109.06923076923077,83.29230769230769,52.087774294670844,64.72727272727272,84.50156739811912,72.37931034482759,134.4858934169279,138.34169278996865,20.379310344827587,122.84639498432601,84.64263322884013,83.21102150537635,119.2358870967742,167.52889784946237,137.7305107526882,142.8622311827957,155.247311827957,13.403897849462366,129.34408602150538,167.5443548387097,81.35203366058906,118.41935483870968,170.03786816269283,138.2468443197756,144.0827489481066,156.49509116409536,12.464235624123422,134.76858345021037,170.03786816269283,76.72983870967742,127.45967741935485,187.5967741935484,149.15456989247312,146.01344086021507,164.67607526881721,13.690860215053764,151.3212365591398,187.5967741935484,93.29247311827957,116.3225806451613,187.60645161290321,143.93763440860215,154.03655913978494,153.53548387096774,8.217204301075268,131.6731182795699,187.60645161290321,72.63369826797275,89.99840694166694,110.34020269125173,76.11524085951602,80.361166769364,85.86377713819655,96.30881605260483,134.04979154662237,140.76158356777276,83.96223493408877,5.607541902756262,11.348379443283754,15.614140934820188,116.51733721994374,110.3596244449717,14.91599746315147,58.50994313345799,85.84159713183357,1.0,0.0,0.4327828409606733,49.59690014275332,11.105646204765126,48.38949229029323,59.465414698333475,52.36374557497538,7.133786036711297,10.967636949780577,34.43222371678446,59.451931431518574,90.82280957336107,115.03961637682758,55.14972324513588,0.919814370467411,7083.291996645698,90.0,12.40649323621227,dark_autumn_2.jpg,dark_autumn
52.19111111111111,64.85777777777778,84.04,71.82222222222222,134.36888888888888,138.46666666666667,25.977777777777778,118.89777777777778,84.07555555555555,52.022222222222226,63.56,82.73333333333333,70.5111111111111,134.68444444444444,137.76888888888888,12.835555555555555,115.68444444444444,82.7688888888889,79.6854043392505,111.60453648915188,163.89644970414201,130.96646942800788,145.06015779092704,154.03747534516765,13.976331360946746,135.4457593688363,163.9043392504931,91.22500000000001,132.125,193.39038461538462,154.30576923076924,147.18076923076924,159.6673076923077,11.948076923076924,136.92307692307693,193.39038461538462,92.59615384615385,134.03653846153847,195.86923076923077,156.3173076923077,147.18653846153848,159.84807692307695,12.055769230769231,135.52692307692308,195.86923076923077,120.9585798816568,132.28994082840237,208.64201183431953,161.43491124260353,156.54142011834318,147.8639053254438,4.878698224852071,110.94082840236686,208.64201183431953,97.57991520410175,109.17856438572274,126.54703214356142,85.43919658578774,85.92381826850475,92.55871255444647,115.65051271938474,133.30718793137447,137.03840465391443,89.70568110918586,7.756127189040478,12.330541518120018,28.946460264247683,69.47278643265628,126.72968842437389,43.12602652306362,60.20344705558743,92.5320878649106,1.0,0.0,0.49697917029166233,42.70943709320561,8.934368814568513,42.434224190306956,48.94608143724187,43.845683759910955,8.902508383746055,11.949560368589184,39.01231259257732,48.680013945444884,92.38670752959557,111.30091762855191,47.176621500489865,0.9406828838625446,5709.947093596133,51.0,9.165675139715177,bright_spring_49.jpg,bright_spring
92.76666666666667,108.80643274853801,133.80877192982456,120.17602339181288,135.9309941520468,141.03415204678362,19.19777777777778,87.50105263157896,133.8764912280702,90.97692307692307,107.74195804195804,133.57102897102897,119.32207792207792,136.35034965034964,141.71278721278722,15.132867132867133,92.85414585414586,133.68071928071927,137.23363778705638,162.68606471816284,210.3177713987474,179.65498434237998,142.3089248434238,148.23953549060545,10.986847599164928,91.69783402922756,210.32150313152403,139.48768343815513,169.44496855345912,224.13438155136268,188.10686582809223,144.2227463312369,151.32714884696017,10.671698113207547,97.08485324947588,224.13438155136268,136.99182389937107,166.72604821802935,224.13904612159328,186.46058700209642,145.39145702306078,151.83364779874213,10.40545073375262,99.75125786163521,224.13904612159328,141.1178125,171.5284375,229.82484375,191.205546875,145.548046875,152.23546875,10.5590625,98.74359375,229.82484375,96.50302597791527,109.09765453259506,132.56761967873277,70.18967257726212,73.98836934748046,79.78275455133914,118.18677847089033,135.68197602920844,138.57546466506523,76.24460130578143,5.322038321162525,8.559966587563078,11.265149323631174,82.17660267234183,132.56900108958143,12.017844291097555,46.424869068775585,79.78446478566109,1.0,0.0,0.5198784356454174,58.09753969558274,7.688526198588866,55.6320515517427,68.44224746563589,59.5987716686969,6.4941614812037605,8.747455262458733,27.289795391998812,68.4376974875878,89.29255805345655,75.79415917667231,61.94180279487717,0.9583758361193523,5702.726172066621,64.0,6.143711908055508,dark_autumn_36.jpg,dark_autumn
63.992045454545455,69.7715909090909,102.63522727272726,83.02499999999999,141.3215909090909,137.03522727272727,23.46931818181818,111.40113636363635,102.63522727272726,58.39523809523809,62.301587301587304,93.63015873015873,74.5111111111111,141.4,135.98095238095237,42.615873015873014,112.80952380952381,93.63015873015873,75.81182424660686,93.216011042098,153.54566367609846,116.38831377961813,150.62962962962962,148.33563377041636,10.502415458937199,132.46974925235796,153.54566367609846,68.09905660377359,83.61603773584906,143.15943396226416,107.0433962264151,151.0877358490566,147.72641509433961,6.754716981132075,135.61084905660377,143.15943396226416,92.69764150943396,115.4679245283019,187.25754716981132,142.238679245283,154.0174528301887,152.81132075471697,7.2419811320754715,132.51792452830188,187.25754716981132,130.35359888190075,149.26554856743536,212.21034241788956,172.08245981830888,149.32215234102026,147.53389238294898,7.016771488469601,98.87141858839972,212.21034241788956,60.330819790212935,83.84578850222843,116.49033223787872,52.320866344152314,57.658743408264634,63.80904312341994,95.50607752217171,138.75167694593256,146.65427902579572,61.626857052551806,5.67782219538772,7.496808353977238,13.027934092648449,149.27403997659027,116.49036600189079,10.483718303890992,54.94596478824687,63.80898386465343,1.0,0.0,0.4568249647132972,57.73835536055399,8.044016209623306,53.846292102096335,69.75091783357216,60.84986228123424,7.318821071148054,27.2602753491551,48.82759893519557,69.7506883358174,92.4996380040098,115.954330922034,61.76036346536564,0.9987680876966915,8654.638138271841,110.0,0.17992593005124036,dark_autumn_22.jpg,dark_autumn
64.41111111111111,75.83333333333334,99.73333333333333,86.3,136.3777777777778,138.61111111111111,17.7,100.46666666666667,99.73333333333333,63.42857142857142,74.5,98.51190476190476,85.0,136.22619047619048,138.52380952380952,13.071428571428571,103.02380952380952,98.92857142857142,116.16388888888889,141.76111111111112,188.55277777777778,159.5388888888889,142.30833333333334,148.6888888888889,13.944444444444445,99.58611111111111,188.55277777777778,116.0,147.92727272727274,201.87878787878788,167.66666666666666,144.36969696969697,153.01818181818183,11.133333333333333,109.61212121212121,201.87878787878788,121.37222222222222,152.1888888888889,204.65,171.32777777777778,143.76111111111112,151.9777777777778,11.11111111111111,104.60000000000001,204.65,127.83809523809525,159.0761904761905,208.1904761904762,176.9809523809524,142.03809523809525,151.33333333333334,11.752380952380953,98.60952380952382,208.1904761904762,55.96306569343066,74.78189781021898,100.61270072992701,50.68929781748084,59.43593269789243,75.92222249044441,83.5319708029197,135.91153284671532,142.5214598540146,66.62075639203842,5.949254862317075,9.198090450839121,17.3392700729927,131.2636496350365,100.77284671532847,17.280627254219564,50.57524833695206,75.73192111545704,1.0,0.0,0.3951876341777587,48.14279862907847,5.581439361948772,47.068725927546296,54.1304135730746,49.77976127794195,6.06383069961392,23.912650652791903,37.1530668027736,54.117467247880626,91.5260088888889,99.82937551546354,50.933518310052854,0.9565421820942079,5924.602576890132,64.0,6.488355555555557,soft_summer_10.jpg,soft_summer
87.32363636363637,96.47272727272727,115.55636363636364,107.24,134.34181818181818,136.44,29.64727272727273,70.57454545454546,115.85454545454546,70.7090909090909,79.57272727272728,97.31212121212121,88.81818181818181,134.0151515151515,136.26969696969698,14.066666666666666,76.97878787878788,97.53636363636363,142.42876344086022,160.42876344086022,195.42002688172045,174.09341397849462,138.3340053763441,142.45362903225808,13.62970430107527,72.69220430107528,195.54637096774195,197.8835904628331,211.4123422159888,232.51753155680223,219.7517531556802,133.3758765778401,137.6423562412342,38.008415147265076,40.55680224403927,233.74053295932677,108.2715053763441,139.35752688172045,191.36559139784947,159.03091397849462,143.90322580645162,152.36424731182797,11.28225806451613,111.06720430107528,191.36559139784947,113.64731182795698,127.84731182795699,178.03225806451613,147.95698924731184,145.7720430107527,143.7462365591398,26.21290322580645,96.94623655913979,178.03225806451613,105.45638311174092,115.24165381569624,129.27716417288374,80.52777410665779,78.78875146096928,80.39302833872135,121.74121618805485,132.18134455882966,135.79869128495812,80.53701728847714,6.401291554442944,8.090822755845322,17.542199808277413,58.659275622056434,129.4003667736423,16.08160420150039,43.96459170717142,80.44130668369304,1.0,0.0,0.5074524187201659,53.11700503324819,10.051428811515157,56.28332866111131,45.14987006035601,51.723018583902984,7.159211352515212,35.144237423179966,50.56290301869513,45.73843516041844,92.1849323621228,64.40447735730734,58.142719439005766,0.9682603903363903,4321.057857653537,85.0,4.53723204994796,soft_summer_38.jpg,soft_summer
76.39772727272728,79.51515151515152,81.61742424242425,85.35227272727273,128.6439393939394,130.2689393939394,52.484848484848484,74.36363636363636,89.99621212121212,103.60763888888889,111.45138888888889,122.79513888888889,120.12847222222221,131.54513888888889,134.06597222222223,38.72569444444444,73.9236111111111,130.19097222222223,87.90255376344086,106.78965053763442,140.22983870967744,120.81653225806453,138.64045698924733,143.57930107526883,12.666666666666668,97.32123655913979,140.22983870967744,87.83188405797101,110.22463768115942,151.76956521739132,127.58840579710144,141.48115942028986,146.82608695652175,10.41159420289855,106.80869565217391,151.76956521739132,164.2125,193.88750000000002,228.91111111111113,205.78055555555557,136.11666666666667,147.69444444444446,13.870833333333334,72.32361111111112,228.91111111111113,93.21290322580646,113.75698924731182,152.74193548387098,130.41075268817204,140.53978494623655,145.352688172043,10.30752688172043,100.06666666666666,152.74193548387098,132.68334921066958,137.88694202504084,141.02330566140446,88.82883686897888,90.81776329839724,90.82508805027169,141.3306341861731,128.8348189983669,131.25040827436038,91.7174535180592,6.030974547744694,9.8304609527867,68.82287697332607,49.08366222101252,149.79548856831792,46.74203502312024,39.45430682422511,94.56514261431238,0.0,0.0,0.5874332885032075,60.142034813530955,10.044324938430243,59.06300916427553,68.42331818128201,60.23599161742229,6.623702670037901,31.26175809707895,40.10035068153174,64.54771471470241,90.91189777963972,67.04021889399213,65.16419728274607,0.9535231020970802,5276.373842693925,97.0,6.6011730205278525,soft_summer_4.jpg,soft_summer
