left_eye_b,left_eye_g,left_eye_r,left_eye_l,left_eye_a,left_eye_b_lab,left_eye_h,left_eye_s,left_eye_v,right_eye_b,right_eye_g,right_eye_r,right_eye_l,right_eye_a,right_eye_b_lab,right_eye_h,right_eye_s,right_eye_v,skin_forehead_b,skin_forehead_g,skin_forehead_r,skin_forehead_l,skin_forehead_a,skin_forehead_b_lab,skin_forehead_h,skin_forehead_s,skin_forehead_v,skin_left_cheek_b,skin_left_cheek_g,skin_left_cheek_r,skin_left_cheek_l,skin_left_cheek_a,skin_left_cheek_b_lab,skin_left_cheek_h,skin_left_cheek_s,skin_left_cheek_v,skin_right_cheek_b,skin_right_cheek_g,skin_right_cheek_r,skin_right_cheek_l,skin_right_cheek_a,skin_right_cheek_b_lab,skin_right_cheek_h,skin_right_cheek_s,skin_right_cheek_v,skin_chin_b,skin_chin_g,skin_chin_r,skin_chin_l,skin_chin_a,skin_chin_b_lab,skin_chin_h,skin_chin_s,skin_chin_v,hair_region0_b,hair_region0_g,hair_region0_r,hair_region0_l,hair_region0_a,hair_region0_b_lab,hair_region0_h,hair_region0_s,hair_region0_v,hair_region1_b,hair_region1_g,hair_region1_r,hair_region1_l,hair_region1_a,hair_region1_b_lab,hair_region1_h,hair_region1_s,hair_region1_v,hair_region2_b,hair_region2_g,hair_region2_r,hair_region2_l,hair_region2_a,hair_region2_b_lab,hair_region2_h,hair_region2_s,hair_region2_v,contrast,b_variance,g_variance,r_variance,l_variance,a_variance,h_variance,s_variance,v_variance,image_file,season
30.30753968253968,29.652281746031743,45.86111111111111,34.0094246031746,135.5362103174603,130.7956349206349,92.00198412698413,101.66369047619047,46.40128968253968,88.8264880952381,98.02440476190478,132.9702380952381,112.31904761904762,141.04910714285717,138.83065476190478,47.4514880952381,91.40625000000001,133.5497023809524,97.10853925555209,121.62449171097904,174.05364404128872,141.1281670315921,145.61862683766032,149.68329684078824,13.666484203941195,116.69361901782922,174.08070065686582,54.31058126850553,69.05719183419043,115.5501012934393,86.93361383824217,146.07137291569268,145.008726819386,20.60105968521116,134.6704067321178,115.61960417640643,170.5229858189185,194.2485585164407,241.73928627084308,209.47904004986754,141.62833099579242,146.36231884057972,9.919900264921303,75.172822191055,241.73928627084308,44.68840579710145,38.889434315100516,150.20406732117812,88.64703132304815,172.8354371201496,153.26133707339878,123.5892940626461,195.03038803179058,150.20406732117812,83.11017316017316,102.71868686868687,139.93520923520924,115.17806637806638,139.94054834054833,144.22893217893218,39.05533910533911,117.03354978354979,140.41717171717173,18.753333333333334,16.886666666666667,23.43888888888889,15.863333333333333,131.2488888888889,128.22666666666666,110.75222222222222,90.76222222222222,24.194444444444443,25.88111111111111,27.66888888888889,48.44777777777778,32.577777777777776,137.84555555555556,133.4011111111111,49.724444444444444,122.51777777777778,48.44888888888889,79.78767008472319,9.68934261732747,77.8495412994871,90.75975588636304,82.0039851691058,8.924443819356032,58.700572859465844,42.60778033387548,90.20506618150925,true_winter_48.jpg,true_winter
88.8342670401494,102.16946778711485,132.78197945845005,115.73529411764706,138.31652661064427,140.3001867413632,15.434173669467787,90.29878618113912,133.28384687208217,77.25620567375886,92.16710992907801,124.39317375886525,105.95301418439716,139.01817375886523,141.58998226950354,19.0354609929078,98.71320921985816,124.89937943262412,131.52747252747253,148.83516483516485,185.43101343101344,164.66999666999666,139.23876123876124,142.44111444111445,9.63958263958264,74.88433788433788,185.43101343101344,136.3071314650262,151.53953064479379,188.75005696058327,167.53406242879927,139.65664160401002,141.33902939166097,8.658464342674868,71.2237411711096,188.75005696058327,95.25503806538289,114.653828929691,171.6383788625168,137.4014778325123,148.2680250783699,148.31974921630095,8.535602328705776,115.54299149126734,171.6383788625168,112.06869446343131,132.80075187969925,170.3321941216678,149.22624743677378,139.42549555707453,144.71428571428572,10.687286397812715,87.67669172932331,170.3321941216678,119.68502164502165,128.29792207792207,147.21506493506493,138.09809523809523,133.99489177489178,135.38900432900434,33.70779220779221,59.81766233766234,149.2077922077922,156.41,166.26555555555555,190.61111111111111,178.69666666666666,135.2811111111111,136.40555555555557,8.38,46.31333333333333,190.61111111111111,195.90333333333334,193.66555555555556,185.62444444444444,198.48666666666668,125.66222222222223,125.89111111111112,96.09555555555555,13.54111111111111,196.04444444444445,45.011985201241785,6.385714348258701,45.04658720018678,47.399331668557245,46.63527357401036,5.483532324029456,26.710471083257975,35.687047705149716,46.30179923603319,soft_autumn_2.png,soft_autumn
56.03519061583577,54.12903225806452,66.91788856304986,60.03519061583577,133.98533724340177,129.00879765395894,88.26099706744868,69.85923753665689,68.96187683284458,58.60666666666667,54.76666666666667,63.483333333333334,59.53666666666667,132.66333333333336,127.10333333333334,104.34666666666668,60.49333333333334,66.50333333333334,138.37903225806454,142.16061827956992,176.66868279569894,158.23991935483872,140.59139784946237,135.08467741935485,44.84744623655914,59.96102150537635,176.72647849462368,134.74474053295933,142.20897615708276,174.87798036465637,157.27910238429172,139.23562412342216,136.6423562412342,25.612903225806452,63.29312762973352,174.90182328190744,130.01747311827958,143.20026881720432,177.61021505376345,158.50537634408605,138.96639784946237,139.99059139784947,11.01747311827957,71.55779569892474,177.61021505376345,147.44516129032257,155.83870967741936,186.78709677419354,170.5247311827957,138.0752688172043,136.6494623655914,6.481720430107527,54.049462365591395,186.78709677419354,97.33634408602151,105.14623655913978,126.54967741935484,113.71806451612903,134.78430107526881,135.22387096774193,8.56516129032258,75.17462365591398,126.54989247311828,63.492222222222225,71.54666666666667,90.57666666666667,78.86,134.53444444444443,135.42444444444445,10.61888888888889,89.0411111111111,90.57666666666667,9.16,11.03111111111111,16.00111111111111,9.23,129.2588888888889,129.80333333333334,8.342222222222222,110.5111111111111,16.00111111111111,53.71306071955256,3.9019501384060375,51.81415926571079,59.735308125285236,56.555105960264136,4.751118374704847,44.69523173998923,26.7251223052958,59.62656291715067,true_summer_15.jpg,true_summer
53.184615384615384,64.14871794871794,83.11794871794872,71.97692307692307,134.33076923076922,137.35128205128206,20.08205128205128,109.06923076923077,83.29230769230769,52.087774294670844,64.72727272727272,84.50156739811912,72.37931034482759,134.4858934169279,138.34169278996865,20.379310344827587,122.84639498432601,84.64263322884013,83.21102150537635,119.2358870967742,167.52889784946237,137.7305107526882,142.8622311827957,155.247311827957,13.403897849462366,129.34408602150538,167.5443548387097,81.35203366058906,118.41935483870968,170.03786816269283,138.2468443197756,144.0827489481066,156.49509116409536,12.464235624123422,134.76858345021037,170.03786816269283,76.72983870967742,127.45967741935485,187.5967741935484,149.15456989247312,146.01344086021507,164.67607526881721,13.690860215053764,151.3212365591398,187.5967741935484,93.29247311827957,116.3225806451613,187.60645161290321,143.93763440860215,154.03655913978494,153.53548387096774,8.217204301075268,131.6731182795699,187.60645161290321,65.59892473118279,95.67462365591398,129.25548387096774,106.6858064516129,137.53720430107526,149.30494623655915,13.720860215053763,134.16838709677418,129.25698924731182,26.49222222222222,36.17333333333333,50.82,39.94444444444444,133.4311111111111,136.94222222222223,11.761111111111111,124.18666666666667,50.82,16.25888888888889,29.9,51.992222222222225,34.67111111111111,135.81777777777776,139.01,13.547777777777778,180.26222222222222,52.0,49.59690014275332,11.105646204765126,48.38949229029323,59.465414698333475,52.36374557497538,7.133786036711297,10.967636949780577,34.43222371678446,59.451931431518574,dark_autumn_2.jpg,dark_autumn
52.391304347826086,64.57487922705313,83.05797101449275,71.19323671497584,134.20772946859904,137.95652173913044,17.096618357487923,120.04830917874395,83.05797101449275,55.572916666666664,66.703125,86.171875,74.07291666666666,134.765625,137.61458333333331,11.786458333333332,113.09895833333333,86.18229166666666,79.65976331360947,111.58678500986194,163.91420118343197,130.9536489151874,145.08579881656806,154.04536489151874,12.416173570019724,136.1222879684418,163.91420118343197,91.15384615384616,132.13846153846154,193.36923076923077,154.28653846153847,147.15,159.71538461538464,11.963461538461539,137.0,193.36923076923077,92.63653846153846,134.02307692307693,195.925,156.31538461538463,147.225,159.82884615384617,12.05,135.49615384615385,195.925,120.81952662721893,132.35207100591717,208.5739644970414,161.31065088757396,156.45562130177515,147.87869822485206,4.834319526627219,111.26627218934911,208.5739644970414,47.24108527131783,71.67881136950903,108.10051679586563,84.26976744186045,139.98062015503874,147.70697674418602,26.82377260981912,121.93410852713177,108.1674418604651,16.524444444444445,18.973333333333333,23.00888888888889,18.096666666666668,129.22333333333333,130.2411111111111,60.83777777777778,74.47444444444444,23.053333333333335,41.14555555555555,58.32111111111111,83.35,67.09777777777778,136.18,142.13555555555556,21.665555555555557,105.41666666666667,83.55444444444444,42.70937473023987,8.808958667892155,42.38624010757521,48.85154602247089,43.84540482512433,8.667907671609871,8.755621351060471,38.466032341700824,48.61707045725631,bright_spring_49.jpg,bright_spring
91.28361490395741,106.92548021291368,130.81994908585975,117.72784077759778,135.51041425595926,140.57000694283732,19.388220319370518,86.50312427678779,130.86901180282342,88.17425842131723,104.5771744595274,129.66757164404223,115.80020110608345,136.15304172951232,141.43599798893916,14.530115635997989,94.03157365510306,129.76802413273,137.2597077244259,162.68045407098123,210.32108559498957,179.6501043841336,142.31568371607517,148.22072025052194,10.874660751565763,91.68410751565763,210.3230688935282,139.49685534591194,169.43071278825994,224.14575471698112,188.10246331236897,144.23422431865828,151.3164570230608,10.664412997903563,97.08244234800839,224.14575471698112,136.98390985324946,166.712893081761,224.15927672955974,186.46022012578615,145.40597484276728,151.8354821802935,10.40356394129979,99.77410901467505,224.15927672955974,141.16234375,171.52867187500001,229.8175,191.204921875,145.554296875,152.20953125,10.55703125,98.690859375,229.8175,124.27955778055903,149.29440967876513,190.45056320400502,163.62248644138506,139.9506466416354,146.88585732165208,10.899833124739258,88.37517730496454,190.45056320400502,59.175555555555555,62.06,73.06,68.36666666666666,132.28,131.56444444444443,15.046666666666667,59.45666666666666,73.06,43.69,56.54666666666667,89.87333333333333,69.22,141.40555555555557,142.18333333333334,8.02111111111111,140.26444444444445,89.87333333333333,58.09718695504367,7.6665300524741244,55.62400563218101,68.44471747968178,59.599811168204454,6.472644797888605,7.964138215172944,27.227281954650234,68.4412860665678,dark_autumn_36.jpg,dark_autumn
63.992045454545455,69.7715909090909,102.63522727272726,83.02499999999999,141.3215909090909,137.03522727272727,23.46931818181818,111.40113636363635,102.63522727272726,58.39523809523809,62.301587301587304,93.63015873015873,74.5111111111111,141.4,135.98095238095237,42.615873015873014,112.80952380952381,93.63015873015873,75.81182424660686,93.216011042098,153.54566367609846,116.38831377961813,150.62962962962962,148.33563377041636,10.502415458937199,132.46974925235796,153.54566367609846,68.09905660377359,83.61603773584906,143.15943396226416,107.0433962264151,151.0877358490566,147.72641509433961,6.754716981132075,135.61084905660377,143.15943396226416,92.69764150943396,115.4679245283019,187.25754716981132,142.238679245283,154.0174528301887,152.81132075471697,7.2419811320754715,132.51792452830188,187.25754716981132,130.35359888190075,149.26554856743536,212.21034241788956,172.08245981830888,149.32215234102026,147.53389238294898,7.016771488469601,98.87141858839972,212.21034241788956,70.61480099502486,92.77213930348258,137.94651741293532,108.59216417910447,143.45870646766167,147.5825870646766,11.974626865671642,146.956592039801,137.94651741293532,15.55111111111111,26.85222222222222,48.07555555555555,31.254444444444445,136.92444444444445,138.90777777777777,10.356666666666667,176.6,48.07555555555555,39.91555555555556,61.275555555555556,106.11444444444444,77.90444444444445,145.41555555555556,149.06333333333333,9.726666666666667,169.16,106.11444444444444,57.73835536055399,8.044016209623306,53.846292102096335,69.75091783357216,60.84986228123424,7.318821071148054,27.2602753491551,48.82759893519557,69.7506883358174,dark_autumn_22.jpg,dark_autumn
63.82222222222222,75.55555555555556,100.41111111111111,86.26666666666667,136.73333333333335,138.96666666666667,13.511111111111111,104.01111111111112,100.41111111111111,59.51111111111111,70.71111111111111,96.4,81.31111111111112,137.16666666666669,138.85555555555555,11.033333333333333,113.12222222222222,96.45555555555556,116.125,141.74166666666667,188.61944444444444,159.5027777777778,142.39722222222224,148.70000000000002,12.372222222222224,99.84166666666667,188.61944444444444,116.21212121212122,147.93333333333334,201.73939393939395,167.6060606060606,144.35151515151514,152.85454545454544,11.10909090909091,109.18787878787879,201.73939393939395,121.47222222222223,152.08333333333334,204.7888888888889,171.29444444444445,143.88333333333333,151.92222222222222,11.016666666666667,104.57777777777778,204.7888888888889,128.20000000000002,158.9714285714286,208.25714285714287,176.92380952380955,142.20000000000002,151.11428571428573,11.600000000000001,98.17142857142858,208.25714285714287,85.70488888888889,112.07911111111112,151.0151111111111,126.26622222222223,139.8848888888889,148.39777777777778,12.074666666666667,124.35466666666667,151.0151111111111,77.91333333333333,102.94,139.52666666666667,116.49555555555555,139.11777777777777,147.33,12.267777777777777,122.81444444444445,139.52666666666667,71.65222222222222,98.68777777777778,137.95777777777778,112.82888888888888,140.57777777777778,149.4,12.053333333333333,141.32222222222222,137.95777777777778,48.14152037039683,5.390832137876808,47.076070683989236,53.95970299095519,49.77619202363047,5.781055332936118,22.50977358650139,37.178311861741236,53.95782347904292,soft_summer_10.jpg,soft_summer
85.20833333333333,94.21666666666667,111.475,104.23333333333333,133.69166666666666,136.12083333333334,25.870833333333334,69.80833333333334,111.65416666666667,70.56060606060606,79.63333333333334,97.34242424242424,88.85454545454546,133.94545454545454,136.3969696969697,13.927272727272728,77.4060606060606,97.52121212121212,142.37701612903226,160.45094086021507,195.39852150537635,174.0866935483871,138.3225806451613,142.49260752688173,12.508064516129034,72.74798387096774,195.49462365591398,197.8218793828892,211.4516129032258,232.52875175315566,219.77840112201963,133.33800841514727,137.70266479663394,35.823281907433376,40.29733520336606,233.58625525946704,108.19623655913979,139.38440860215056,191.36424731182797,159.03494623655916,143.88037634408605,152.40994623655916,11.303763440860216,111.15456989247313,191.36424731182797,113.64301075268817,127.83655913978495,178.0193548387097,147.94838709677418,145.76774193548388,143.74408602150538,22.75483870967742,96.84946236559139,178.0193548387097,80.48989247311827,94.80322580645161,119.4505376344086,105.23376344086022,135.9341935483871,140.12666666666667,13.816129032258065,87.02989247311828,119.5047311827957,135.8088888888889,141.5511111111111,146.58555555555554,146.86444444444444,129.13333333333333,132.1211111111111,20.214444444444446,35.516666666666666,146.75666666666666,31.968888888888888,42.745555555555555,56.24666666666667,46.48777777777778,132.13333333333333,136.98222222222222,17.753333333333334,95.72777777777777,56.355555555555554,53.116902045162895,9.998937958959887,56.2829675351286,45.122795969623326,51.723707634818595,7.1170003106053485,34.42340699307687,50.54253041994109,45.69286007760245,soft_summer_38.jpg,soft_summer
74.90181818181819,78.15636363636364,81.07636363636364,84.02181818181818,128.89818181818183,130.4618181818182,52.82909090909091,71.65454545454546,88.28363636363636,104.44666666666667,113.13000000000001,125.59333333333335,121.94000000000001,131.77,134.63333333333335,37.67,73.02000000000001,131.99,87.81384408602152,106.81989247311829,140.22849462365593,120.83333333333334,138.59811827956992,143.66129032258067,11.791666666666668,97.64852150537635,140.22849462365593,87.75942028985507,110.25797101449275,151.68840579710144,127.57971014492753,141.3913043478261,146.85797101449276,10.469565217391304,106.88985507246377,151.68840579710144,164.28472222222223,193.85555555555555,228.94722222222222,205.75555555555556,136.16111111111113,147.6277777777778,13.834722222222222,72.275,228.94722222222222,93.27741935483871,113.76344086021506,152.71182795698925,130.3978494623656,140.5225806451613,145.31397849462365,10.286021505376343,100.04516129032258,152.71182795698925,126.91827956989248,142.6520430107527,161.08279569892474,150.6098924731183,132.54387096774192,138.6021505376344,39.836774193548386,64.42408602150537,165.70580645161291,88.94222222222223,106.82333333333334,130.43444444444444,116.63333333333334,134.41333333333333,140.85333333333332,37.37111111111111,75.65444444444445,131.37777777777777,121.86444444444444,116.40222222222222,99.65888888888888,115.70555555555555,123.53333333333333,122.97333333333333,100.80555555555556,56.34222222222222,121.88222222222223,60.143371160124815,9.946172737444558,59.06911105509651,68.3249163232991,60.24201267650711,6.5473332446562,30.51942919084698,40.021925557334676,64.53732345489085,soft_summer_4.jpg,soft_summer
